prefix,function,expansion
"['mul', 's+', '2', 'x']",2*x,2*x
"['add', 'mul', 's-', '1', 'x', 'mul', 's+', '2', 'pow', 'x', 's+', '2']",2*x**2 - x,2*x**2 - x
"['sin', 's+', '1']",sin(1),sin(1)
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'sin', 'x']",-x**2 + sin(x),-x**3/6 - x**2 + x
"['mul', 's+', '3', 'x']",3*x,3*x
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '4', 'x']",-x**2 + 4*x,-x**2 + 4*x
"['add', 'x', 'pow', 'cos', 'x', 's+', '2', '0']",x + cos(x)**20,145*x**4/3 - 10*x**2 + x + 1
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['pow', 'x', 's+', '3']",x**3,x**3
"['mul', 'cos', 'x', 'sin', 'pow', 'x', 's+', '2']",sin(x**2)*cos(x),-x**4/2 + x**2
"['sin', 'x']",sin(x),-x**3/6 + x
"['sin', 'pow', 'x', 's+', '2']",sin(x**2),x**2
"['add', 's+', '1', 'x']",x + 1,x + 1
"['mul', 's+', '2', 'x']",2*x,2*x
"['pow', 'add', 'x', 'cos', 'cos', 'pow', 'x', 'mul', 's+', '3', 'pow', 's+', '2', 's-', '1', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sqrt(x + cos(cos(x**(3/2)))),x/(2*sqrt(cos(1))) + sqrt(cos(1))
"['add', 'pow', 'exp', 'mul', 's+', '4', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'mul', 's-', '1', 'pow', 'x', 's+', '1', '2']",-x**12 + sqrt(exp(4*x)),2*x**4/3 + 4*x**3/3 + 2*x**2 + 2*x + 1
"['cos', 's+', '1']",cos(1),cos(1)
"['sin', 'pow', 'x', 's+', '4']",sin(x**4),x**4
"['add', 'pow', 'x', 's+', '4', 'add', 'pow', 'x', 'mul', 's+', '5', 'pow', 's+', '2', 's-', '1', 'mul', 's+', '3', 'x']",x**(5/2) + x**4 + 3*x,3*x
"['mul', 'pow', 'add', 's+', '1', 'x', 's-', '1', 'sin', 'x']",sin(x)/(x + 1),-5*x**4/6 + 5*x**3/6 - x**2 + x
"['acot', 'x']",acot(x),x**3/3 - x + pi/2
"['add', 'x', 'pow', 'x', 's+', '2']",x**2 + x,x**2 + x
"['exp', 'pow', 'x', 's+', '2']",exp(x**2),x**4/2 + x**2 + 1
"['mul', 's+', '2', 'pow', 'x', 's+', '2']",2*x**2,2*x**2
"['add', 'mul', 'x', 'sin', 'mul', 's+', '2', 'x', 'mul', 'x', 'tan', 'x']",x*sin(2*x) + x*tan(x),-x**4 + 3*x**2
"['pow', 'x', 's+', '2']",x**2,x**2
"['mul', 's+', '2', 'x']",2*x,2*x
"['sin', 'x']",sin(x),-x**3/6 + x
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['add', 'x', 'tan', 'add', 'x', 'add', 'pow', 'x', 's+', '4', 'pow', 'x', 's+', '5']",x + tan(x**5 + x**4 + x),x**4 + x**3/3 + 2*x
"['add', 'pow', 'x', 's+', '4', 'cos', 'mul', 's+', '3', 'pow', 'x', 's+', '3']",x**4 + cos(3*x**3),x**4 + 1
"['tan', 'add', 'x', 'exp', 'x']",tan(x + exp(x)),x**4*(1 + tan(1)**2)*(22*tan(1) + 49 + 144*tan(1)**2 + 128*tan(1)**3 + 256*(1 + tan(1)**2)*tan(1))/24 + x**3*(1 + tan(1)**2)*(17 + 12*tan(1) + 48*tan(1)**2)/6 + x**2*(1 + 8*tan(1))*(1 + tan(1)**2)/2 + x*(2 + 2*tan(1)**2) + tan(1)
"['add', 'x', 'add', 'pow', 'x', 's+', '6', 'sin', 'x']",x**6 + x + sin(x),-x**3/6 + 2*x
"['add', 'pow', 'x', 's+', '2', 'mul', 'x', 'cos', 'add', 'x', 'mul', 's-', '1', 'acos', 'add', 'x', 'pow', 'x', 's+', '4']",x**2 + x*cos(x - acos(x**4 + x)),-7*x**4/6 + 3*x**2
"['add', 'pow', 'x', 's+', '2', 'mul', 'x', 'exp', 'x']",x**2 + x*exp(x),x**4/6 + x**3/2 + 2*x**2 + x
"['pow', 'add', 's+', '1', 'mul', 's+', '4', 'x', 'x']",(4*x + 1)**x,88*x**4/3 - 8*x**3 + 4*x**2 + 1
"['mul', 's+', '2', 'x']",2*x,2*x
"['pow', 'x', 's+', '3']",x**3,x**3
"['mul', 'pow', 'x', 's+', '4', 'pow', 'acos', 'tan', 'x', 's-', '1']",x**4/acos(tan(x)),2*x**4/pi
"['add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '2', 'pow', 'add', 'x', 'cos', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",-x**2*sqrt(x + cos(x)) + x**2,3*x**4/8 - x**3/2
"['add', 's+', '1', 'add', 'x', 'add', 'pow', 'x', 's+', '8', 'mul', 's-', '1', 'pow', 'x', 's+', '2']",x**8 - x**2 + x + 1,-x**2 + x + 1
"['mul', 's+', '3', 'x']",3*x,3*x
"['add', 'mul', 'pow', 'sin', 'x', 's+', '3', 'exp', 'mul', 's+', '3', 'x', 'add', 'mul', 's-', '1', 'mul', 'pow', 'cos', 'x', 's+', '3', 'exp', 'mul', 's+', '3', 'x', 'add', 'mul', 's-', '3', 'mul', 'pow', 'sin', 'x', 's+', '2', 'mul', 'cos', 'x', 'exp', 'mul', 's+', '3', 'x', 'mul', 's+', '3', 'mul', 'pow', 'cos', 'x', 's+', '2', 'mul', 'exp', 'mul', 's+', '3', 'x', 'sin', 'x']",exp(3*x)*sin(x)**3 - 3*exp(3*x)*sin(x)**2*cos(x) + 3*exp(3*x)*sin(x)*cos(x)**2 - exp(3*x)*cos(x)**3,-5*x**4/2 + 2*x**3 + 3*x**2 - 1
"['tan', 'exp', 'x']",tan(exp(x)),x**4*(1 + tan(1)**2)*(13 + 14*tan(1) + 8*tan(1)**3 + 16*(1 + tan(1)**2)*tan(1) + 36*tan(1)**2)/24 + x**3*(1 + tan(1)**2)*(3 + 6*tan(1) + 6*tan(1)**2)/6 + x**2*(1 + 2*tan(1))*(1 + tan(1)**2)/2 + x*(1 + tan(1)**2) + tan(1)
"['pow', 's+', '4', 'mul', 's-', '1', 'pow', 'x', 's+', '2']",4**(-x**2),x**4*log(4)**2/2 - x**2*log(4) + 1
"['add', 'x', 'pow', 'x', 's+', '2']",x**2 + x,x**2 + x
"['acos', 'x']",acos(x),-x**3/6 - x + pi/2
"['add', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 'mul', 's+', '4', 'pow', 'x', 's+', '3']",4*x**3 + 2*x**2,4*x**3 + 2*x**2
"['add', 'x', 'pow', 'x', 's+', '2']",x**2 + x,x**2 + x
"['tan', 'pow', 'x', 's+', '4']",tan(x**4),x**4
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'pow', 'x', 's+', '2', 'mul', 's+', '3', 'pow', 'x', 's+', '3']",3*x**3 + x**2,3*x**3 + x**2
"['tan', 'add', 'x', 'pow', 'x', 'x']",tan(x + x**x),tan(1)
"['acos', 'mul', 'x', 'cos', 'x']",acos(x*cos(x)),x**3/3 - x + pi/2
"['pow', 'tan', 'exp', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sqrt(tan(exp(x))),x**4*(1 + tan(1)**2)*(-3*(1 + tan(1)**2)/sqrt(tan(1)) - 15*(1 + tan(1)**2)**3/(16*tan(1)**(7/2)) - 7*(1 + tan(1)**2)/(4*tan(1)**(3/2)) + 1/(2*sqrt(tan(1))) + (1 + tan(1)**2)*sqrt(tan(1)) + 9*(1 + tan(1)**2)**2/(4*tan(1)**(5/2)) + 7*sqrt(tan(1)) + 4*tan(1)**(5/2) + 5*(1 + tan(1)**2)**2/(2*tan(1)**(3/2)) + 12*tan(1)**(3/2))/24 + x**3*(1 + tan(1)**2)*(-(1 + tan(1)**2)/(2*sqrt(tan(1))) - 3*(1 + tan(1)**2)/(4*tan(1)**(3/2)) + 1/(2*sqrt(tan(1))) + 3*(1 + tan(1)**2)**2/(8*tan(1)**(5/2)) + 3*sqrt(tan(1)) + 2*tan(1)**(3/2))/6 + x**2*(1 + tan(1)**2)*(-(1 + tan(1)**2)/(4*tan(1)**(3/2)) + 1/(2*sqrt(tan(1))) + sqrt(tan(1)))/2 + x*(1 + tan(1)**2)/(2*sqrt(tan(1))) + sqrt(tan(1))
"['add', 'mul', 's+', '2', 'x', 'mul', 'x', 'sin', 'pow', 'x', 's+', '6']",x*sin(x**6) + 2*x,2*x
"['add', 'pow', 'x', 's+', '5', 'add', 'pow', 'acos', 'x', 'mul', 's+', '1', '0', 'x', 'add', 'mul', 's+', '5', 'mul', 'x', 'pow', 'acos', 'x', 'mul', 's+', '8', 'x', 'add', 'mul', 's+', '5', 'mul', 'pow', 'x', 's+', '4', 'pow', 'acos', 'x', 'mul', 's+', '2', 'x', 'add', 'mul', 's+', '1', '0', 'mul', 'pow', 'x', 's+', '2', 'pow', 'acos', 'x', 'mul', 's+', '6', 'x', 'mul', 's+', '1', '0', 'mul', 'pow', 'x', 's+', '3', 'pow', 'acos', 'x', 'mul', 's+', '4', 'x']",x**5 + 5*x**4*acos(x)**(2*x) + 10*x**3*acos(x)**(4*x) + 10*x**2*acos(x)**(6*x) + 5*x*acos(x)**(8*x) + acos(x)**(10*x),x**4*(-15360*log(pi/2)/pi - 24000*log(pi/2)**2/pi - 2880/pi - 4800*log(pi/2)/pi**2 - 20*(32/pi**2 + 4)/pi + 120 + 2880/pi**2 + 10000*log(pi/2)**4 + 960*log(pi/2) + 4320*log(pi/2)**2 + 10240*log(pi/2)**3)/24 + x**3*(-1200*log(pi/2)/pi - 480/pi - 120/pi**2 + 60 + 1000*log(pi/2)**3 + 360*log(pi/2) + 960*log(pi/2)**2)/6 + x**2*(-40/pi + 20 + 100*log(pi/2)**2 + 80*log(pi/2))/2 + x*(10*log(pi/2) + 5) + 1
"['add', 'x', 'mul', 'x', 'sin', 'pow', 'x', 's+', '3']",x*sin(x**3) + x,x**4 + x
"['mul', 'pow', 'x', 's+', '2', 'cos', 'x']",x**2*cos(x),-x**4/2 + x**2
"['add', 'x', 'mul', 's+', '1', '6', 'pow', 'x', 's+', '4']",16*x**4 + x,16*x**4 + x
"['pow', 'x', 's+', '4']",x**4,x**4
"['mul', 's+', '2', 'pow', 'x', 's+', '3']",2*x**3,2*x**3
"['add', 'pow', 'x', 's+', '4', 'add', 'pow', 'x', 's+', '5', 'mul', 's+', '2', 'pow', 'x', 'mul', 's+', '9', 'pow', 's+', '2', 's-', '1']",2*x**(9/2) + x**5 + x**4,x**4
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'add', 'exp', 'pow', 'x', 's+', '4', 'tan', 'x']",-x**2 + exp(x**4) + tan(x),x**4 + x**3/3 - x**2 + x + 1
"['add', 'x', 'add', 'pow', 'cos', 'x', 's+', '3', 'mul', 's-', '1', 'tan', 'pow', 'x', 's+', '4']",x + cos(x)**3 - tan(x**4),-x**4/8 - 3*x**2/2 + x + 1
"['mul', 'pow', 'cos', 'x', 's-', '1', 'asin', 'add', 'x', 'pow', 'x', 's+', '4']",asin(x**4 + x)/cos(x),x**4 + 2*x**3/3 + x
"['sin', 'add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'x']",sin(x**2 - x),-x**4/2 + x**3/6 + x**2 - x
"['add', 'x', 'tan', 'x']",x + tan(x),x**3/3 + 2*x
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'x', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '2', 'asin', 'mul', 's+', '2', 'x']",-x**2*asin(2*x) + x,-2*x**3 + x
"['add', 'pow', 'x', 's+', '4', 'mul', 's-', '1', 'pow', 'x', 's+', '2']",x**4 - x**2,x**4 - x**2
"['mul', 'pow', 'x', 's+', '3', 'pow', 'add', 's+', '1', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",x**3*sqrt(1 - x**2),x**3
"['pow', 'x', 's+', '4']",x**4,x**4
"['pow', 'sin', 'x', 's+', '4']",sin(x)**4,x**4
"['add', 's+', '1', 'add', 'pow', 'x', 's+', '1', '1', 'asin', 'x']",x**11 + asin(x) + 1,x**3/6 + x + 1
"['acot', 'asin', 'pow', 'x', 's+', '2']",acot(asin(x**2)),-x**2 + pi/2
"['mul', 's-', '1', 'tan', 'add', 'x', 'mul', 'mul', 's-', '1', 'pow', 's+', '4', 's-', '1', 'mul', 'pi', 'x']",-tan(-pi*x/4 + x),-x**3*(4 - pi)**3/192 + x*(-1 + pi/4)
"['add', 'pow', 'x', 's+', '2', 'add', 'pow', 'x', 's+', '5', 'cos', 'x']",x**5 + x**2 + cos(x),x**4/24 + x**2/2 + 1
"['mul', 'mul', 's+', '1', 'pow', 's+', '4', 's-', '1', 'pi']",pi/4,pi/4
"['add', 'x', 'pow', 'x', 's+', '2']",x**2 + x,x**2 + x
"['mul', 'mul', 's-', '1', 'pow', 's+', '2', 's-', '1', 'pi']",-pi/2,-pi/2
"['add', 'x', 'mul', 's-', '1', 'pow', 'pow', 'cos', 'pow', 'x', 's+', '2', 's+', '5', 'x']",x - (cos(x**2)**5)**x,x - 1
"['pow', 'x', 's+', '3']",x**3,x**3
"['mul', 's+', '3', 'x']",3*x,3*x
"['add', 'x', 'mul', 'pow', 'x', 's+', '2', 'pow', 'cos', 'x', 's-', '1']",x**2/cos(x) + x,x**4/2 + x**2 + x
"['add', 'pow', 'x', 's+', '3', 'add', 'pow', 'x', 's+', '6', 'add', 'mul', 'x', 'pow', 'acos', 'x', 's+', '5', 'add', 'mul', 's+', '5', 'mul', 'pow', 'x', 's+', '2', 'pow', 'acos', 'x', 's+', '4', 'add', 'mul', 's+', '5', 'mul', 'pow', 'x', 's+', '5', 'acos', 'x', 'add', 'mul', 's+', '1', '0', 'mul', 'pow', 'x', 's+', '3', 'pow', 'acos', 'x', 's+', '3', 'mul', 's+', '1', '0', 'mul', 'pow', 'x', 's+', '4', 'pow', 'acos', 'x', 's+', '2']",x**6 + 5*x**5*acos(x) + 10*x**4*acos(x)**2 + 10*x**3*acos(x)**3 + x**3 + 5*x**2*acos(x)**4 + x*acos(x)**5,-5*pi**4*x**4/96 + x**3 + pi**5*x/32
"['add', 'x', 'add', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '1', '8']",x**18 + x**2 + x,x**2 + x
"['tan', 'mul', 'x', 'asin', 'x']",tan(x*asin(x)),x**4/6 + x**2
"['add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'x']",x**2 - x,x**2 - x
"['cos', 'pow', 'x', 'x']",cos(x**x),cos(1)
"['sin', 'pow', 'add', 'x', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'x']",sin((-x**2 + x)**x),sin(1)
"['add', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '4', 'pow', 'x', 's+', '3', 'mul', 's+', '4', 'pow', 'x', 's+', '4']",4*x**4 - 4*x**3 + x**2,4*x**4 - 4*x**3 + x**2
"['pow', 'x', 's+', '2']",x**2,x**2
"['sin', 'cos', 'x']",sin(cos(x)),x**4*(-3*sin(1) + cos(1))/24 - x**2*cos(1)/2 + sin(1)
"['add', 's+', '1', 'add', 'pow', 'x', 's+', '1', '0', 'add', 'mul', 's+', '5', 'pow', 'x', 's+', '2', 'add', 'mul', 's+', '5', 'pow', 'x', 's+', '8', 'add', 'mul', 's+', '1', '0', 'pow', 'x', 's+', '4', 'mul', 's+', '1', '0', 'pow', 'x', 's+', '6']",x**10 + 5*x**8 + 10*x**6 + 10*x**4 + 5*x**2 + 1,10*x**4 + 5*x**2 + 1
"['pow', 'cos', 'pow', 'x', 'x', 's+', '4']",cos(x**x)**4,cos(1)**4
"['mul', 's+', '2', 'x']",2*x,2*x
"['add', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'x']",x + 1/2,x + 1/2
"['add', 'mul', 's+', '3', 'x', 'mul', 's-', '1', 'mul', 'x', 'acos', 'x']",-x*acos(x) + 3*x,x**4/6 + x**2 + x*(3 - pi/2)
"['add', 'x', 'pow', 'x', 's+', '2']",x**2 + x,x**2 + x
"['pow', 'x', 's+', '2']",x**2,x**2
"['pow', 'x', 's+', '3']",x**3,x**3
"['add', 'x', 'acot', 'cos', 'ln', 'pow', 'cos', 'pow', 'x', 's+', '2', 's+', '6']",x + acot(cos(log(cos(x**2)**6))),x + pi/4
"['add', 'mul', 's+', '2', 'x', 'add', 'mul', 'x', 'sin', 'x', 'cos', 'x']",x*sin(x) + 2*x + cos(x),-x**4/8 + x**2/2 + 2*x + 1
"['mul', 'x', 'pow', 'sin', 'cos', 'x', 's-', '1']",x/sin(cos(x)),x**3*cos(1)/(2*sin(1)**2) + x/sin(1)
"['tan', 'add', 'mul', 's-', '1', 'x', 'mul', 's+', '2', 'mul', 'x', 'asin', 'x']",tan(2*x*asin(x) - x),7*x**4/3 - x**3/3 + 2*x**2 - x
"['mul', 's+', '3', 'x']",3*x,3*x
"['mul', 'exp', 'mul', 's-', '2', 'pow', 'x', 's+', '3', 'exp', 'mul', 's+', '2', 'x']",exp(2*x)*exp(-2*x**3),-10*x**4/3 - 2*x**3/3 + 2*x**2 + 2*x + 1
"['sin', 'x']",sin(x),-x**3/6 + x
"['pow', 'pow', 'add', 's+', '1', 'add', 'x', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 's-', '1', 'x']",(1/(-x**2 + x + 1))**x,-5*x**4/6 + 3*x**3/2 - x**2 + 1
"['pow', 'x', 's+', '2']",x**2,x**2
"['exp', 'x']",exp(x),x**4/24 + x**3/6 + x**2/2 + x + 1
"['sin', 'x']",sin(x),-x**3/6 + x
"['add', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 'mul', 'pow', 'x', 's+', '3', 'pow', 'pow', 'x', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",x**3*sqrt(x**2) + 2*x**2,2*x**2
"['add', 'mul', 's-', '1', 'tan', 'x', 'mul', 's+', '2', 'x']",2*x - tan(x),-x**3/3 + x
"['pow', 'x', 's+', '2']",x**2,x**2
"['mul', 's+', '2', 'sin', 'x']",2*sin(x),-x**3/3 + 2*x
"['add', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '3', 'tan', 'pow', 'x', 's+', '2', 'mul', 's+', '4', 'mul', 'pow', 'x', 's+', '2', 'tan', 'pow', 'x', 's+', '2']",2*x**3*tan(x**2) + 4*x**2*tan(x**2),4*x**4
"['add', 'x', 'acot', 'mul', 'x', 'pow', 'cos', 'pow', 'x', 's+', '4', 's+', '3']",x + acot(x*cos(x**4)**3),x**3/3 + pi/2
"['mul', 's+', '2', 'cos', 'x']",2*cos(x),x**4/12 - x**2 + 2
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'mul', 's-', '1', 'x', 'mul', 'exp', 's+', '3', 'exp', 'mul', 's-', '3', 'x']",-x + exp(3)*exp(-3*x),27*x**4*exp(3)/8 - 9*x**3*exp(3)/2 + 9*x**2*exp(3)/2 + x*(-3*exp(3) - 1) + exp(3)
"['pow', 'add', 's+', '1', 'x', 's-', '1']",1/(x + 1),x**4 - x**3 + x**2 - x + 1
"['add', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'mul', 'x', 'acos', 'mul', 's+', '2', 'x']",2*x**2 + 2*x*acos(2*x),-8*x**4/3 - 2*x**2 + pi*x
"['cos', 'add', 'x', 'mul', 's-', '1', 'pow', 'x', 'x']",cos(x - x**x),cos(1)
"['mul', 'x', 'asin', 'x']",x*asin(x),x**4/6 + x**2
"['add', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '3']",x**3 + x**2,x**3 + x**2
"['add', 'pow', 'x', 's+', '6', 'add', 'mul', 's-', '1', 'pow', 'cos', 'mul', 'x', 'pow', 'cos', 'x', 's-', '1', 's+', '3', 'add', 'mul', 's-', '3', 'mul', 'pow', 'x', 's+', '4', 'cos', 'mul', 'x', 'pow', 'cos', 'x', 's-', '1', 'mul', 's+', '3', 'mul', 'pow', 'x', 's+', '2', 'pow', 'cos', 'mul', 'x', 'pow', 'cos', 'x', 's-', '1', 's+', '2']",x**6 - 3*x**4*cos(x/cos(x)) + 3*x**2*cos(x/cos(x))**2 - cos(x/cos(x))**3,-43*x**4/8 + 9*x**2/2 - 1
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '3', '0', 'mul', 's+', '2', 'x']",-x**30 + 2*x,2*x
"['mul', 'x', 'acot', 'x']",x*acot(x),x**4/3 - x**2 + pi*x/2
"['add', 'mul', 's-', '2', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '2', 'pow', 'x', 's+', '3', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'acot', 'x']",-2*x**3 + 2*x**2*acot(x) - 2*x**2,-4*x**3 + x**2*(-4 + 2*pi)/2
"['cos', 'add', 'mul', 's-', '1', 'x', 'mul', 'pow', 'x', 's+', '2', 'cos', 's+', '1']",cos(x**2*cos(1) - x),x**4*(1 - 12*cos(1)**2)/24 + x**3*cos(1) - x**2/2 + 1
"['add', 'pow', 'x', 's+', '3', 'mul', 's+', '2', 'x']",x**3 + 2*x,x**3 + 2*x
"['exp', 'x']",exp(x),x**4/24 + x**3/6 + x**2/2 + x + 1
"['mul', 'x', 'pow', 'acot', 'exp', 'x', 's+', '6']",x*acot(exp(x))**6,-pi**3*x**4*(5 - pi**2/16)/128 + 15*pi**4*x**3/1024 - 3*pi**5*x**2/1024 + pi**6*x/4096
"['add', 'mul', 'x', 'exp', 'x', 'cos', 's+', '1']",x*exp(x) + cos(1),x**4/6 + x**3/2 + x**2 + x + cos(1)
"['add', 'mul', 's-', '1', 'pow', 'x', 'mul', 's+', '3', 'pow', 's+', '2', 's-', '1', 'mul', 's+', '2', 'x']",-x**(3/2) + 2*x,2*x
"['add', 'mul', 's-', '1', 'x', 'add', 'cos', 'x', 'tan', 'x']",-x + cos(x) + tan(x),x**4/24 + x**3/3 - x**2/2 + 1
"['exp', 'mul', 'x', 'pow', 'cos', 'x', 's-', '1']",exp(x/cos(x)),13*x**4/24 + 2*x**3/3 + x**2/2 + x + 1
"['mul', 's+', '2', 'pow', 'x', 's+', '2']",2*x**2,2*x**2
"['mul', 'x', 'sin', 'add', 'pow', 'x', 's+', '3', 'mul', 's-', '1', 'x']",x*sin(x**3 - x),7*x**4/6 - x**2
"['pow', 'x', 's+', '3']",x**3,x**3
"['sin', 'add', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'add', 'pow', 'x', 's+', '2', 'add', 'mul', 's+', '2', 'x', 'cos', 'x']",sin(sqrt(x) + x**2 + 2*x + cos(x)),sin(1)
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['pow', 'x', 's+', '2']",x**2,x**2
"['exp', 'mul', 's+', '8', 'pow', 'x', 's+', '3']",exp(8*x**3),8*x**3 + 1
"['pow', 'tan', 'mul', 's+', '1', 'pow', 's+', '3', 's-', '1', 's+', '2']",tan(1/3)**2,tan(1/3)**2
"['asin', 'x']",asin(x),x**3/6 + x
"['add', 's-', '1', 'x']",x - 1,x - 1
"['add', 'cos', 'x', 'exp', 'x']",exp(x) + cos(x),x**4/12 + x**3/6 + x + 2
"['add', 'x', 'acot', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",x + acot(sqrt(x)),pi/2
"['add', 'x', 'pow', 'acos', 'x', 's+', '2']",x + acos(x)**2,x**4/3 - pi*x**3/6 + x**2 + x*(1 - pi) + pi**2/4
"['add', 'x', 'add', 'pow', 'acot', 'add', 's+', '1', 'mul', 's+', '2', 'x', 's+', '4', 'add', 'pow', 'sin', 'x', 's+', '4', 'add', 'mul', 's+', '4', 'mul', 'pow', 'acot', 'add', 's+', '1', 'mul', 's+', '2', 'x', 's+', '3', 'sin', 'x', 'add', 'mul', 's+', '4', 'mul', 'pow', 'sin', 'x', 's+', '3', 'acot', 'add', 's+', '1', 'mul', 's+', '2', 'x', 'mul', 's+', '6', 'mul', 'pow', 'acot', 'add', 's+', '1', 'mul', 's+', '2', 'x', 's+', '2', 'pow', 'sin', 'x', 's+', '2']",x + sin(x)**4 + 4*sin(x)**3*acot(2*x + 1) + 6*sin(x)**2*acot(2*x + 1)**2 + 4*sin(x)*acot(2*x + 1)**3 + acot(2*x + 1)**4,3*pi**2*x**4/8 - 5*pi**3*x**3/96 + pi**3*x**2/16 + x + pi**4/256
"['mul', 's+', '8', '1', 'pow', 'x', 's+', '4']",81*x**4,81*x**4
"['add', 'mul', 'pow', 'x', 's+', '2', 'cos', 'tan', 'x', 'add', 'mul', 'pow', 'x', 's+', '3', 'cos', 'tan', 'x', 'mul', 's-', '2', 'mul', 'pow', 'x', 'mul', 's+', '5', 'pow', 's+', '2', 's-', '1', 'cos', 'tan', 'x']",-2*x**(5/2)*cos(tan(x)) + x**3*cos(tan(x)) + x**2*cos(tan(x)),x**2
"['sin', 'tan', 'cos', 'pow', 'x', 's+', '1', '8']",sin(tan(cos(x**18))),sin(tan(1))
"['add', 'x', 'cos', 'add', 'x', 'mul', 'x', 'tan', 'x']",x + cos(x*tan(x) + x),-11*x**4/24 - x**3 - x**2/2 + x + 1
"['acot', 'x']",acot(x),x**3/3 - x + pi/2
"['pow', 'exp', 'mul', 's+', '5', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sqrt(exp(5*x)),625*x**4/384 + 125*x**3/48 + 25*x**2/8 + 5*x/2 + 1
"['mul', 's-', '1', 'acot', 'add', 's-', '1', 'pow', 's+', '0', 'x']",-acot(0**x - 1),-pi/2
"['pow', 'acot', 'pow', 'x', 's+', '2', '4', 's+', '3']",acot(x**24)**3,pi**3/8
"['add', 'acot', 'x', 'cos', 'add', 'x', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",cos(sqrt(x) + x) + acot(x),1 + pi/2
"['add', 'x', 'add', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '1', '0']",x**10 + x**2 + x,x**2 + x
"['add', 'mul', 's+', '4', 'pow', 'x', 's+', '5', 'mul', 'pow', 'x', 's+', '2', 'asin', 'pow', 'x', 's+', '2']",4*x**5 + x**2*asin(x**2),x**4
"['add', 'pow', 'x', 's+', '3', 'mul', 's-', '2', 'pow', 'x', 's+', '2']",x**3 - 2*x**2,x**3 - 2*x**2
"['asin', 'x']",asin(x),x**3/6 + x
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['pow', 'pow', 'acos', 'x', 's+', '5', 'mul', 's+', '2', 'x']",(acos(x)**5)**(2*x),x**4*(-960*log(pi**5/32)**2/pi - 960*log(pi**5/32)/pi**2 - 20*(32/pi**2 + 4)/pi + 16*log(pi**5/32)**4 + 4800/pi**2)/24 + x**3*(-240*log(pi**5/32)/pi - 120/pi**2 + 8*log(pi**5/32)**3)/6 + x**2*(-40/pi + 4*log(pi**5/32)**2)/2 + 2*x*log(pi**5/32) + 1
"['add', 'x', 'add', 'pow', 'x', 's+', '3', 'mul', 's-', '1', '6', 'pow', 'x', 's+', '8']",-16*x**8 + x**3 + x,x**3 + x
"['mul', 's+', '2', 'x']",2*x,2*x
"['pow', 'acos', 'x', 's-', '1']",1/acos(x),x**4*(16/pi + 192/pi**3)/(6*pi**2) + 2*x**3*(1 + 24/pi**2)/(3*pi**2) + 8*x**2/pi**3 + 4*x/pi**2 + 2/pi
